"","x"
"3981","SOX18"
"3982","SOX2"
"3983","SOX21"
"3984","SOX3"
"3985","SOX4"
"3986","SOX5"
"3987","SOX6"
"3988","SOX7"
"3989","SOX8"
"3990","SOX9"
"3991","SP100"
"3992","SP3"
"3993","SP5"
"3994","SP7"
"3995","SP8"
"3996","SP9"
"3997","SPAAR"
"3998","SPARC"
"3999","SPART"
"4000","SPAST"
"4001","SPATA16"
"4002","SPATA19"
"4003","SPATA2"
"4004","SPATA20"
"4005","SPATA24"
"4006","SPATA5"
"4007","SPATA6"
"4008","SPATA9"
"4009","SPDEF"
"4010","SPDYA"
"4011","SPEF2"
"4012","SPEG"
"4013","SPEM1"
"4014","SPESP1"
"4015","SPHK1"
"4016","SPHK2"
"4017","SPI1"
"4018","SPIC"
"4019","SPIN1"
"4020","SPINK5"
"4021","SPINK6"
"4022","SPINK9"
"4023","SPINT1"
"4024","SPINT2"
"4025","SPN"
"4026","SPNS2"
"4027","SPO11"
"4028","SPOCK1"
"4029","SPOCK2"
"4030","SPP1"
"4031","SPP2"
"4032","SPRED1"
"4033","SPRED2"
"4034","SPRED3"
"4035","SPRR1A"
"4036","SPRR1B"
"4037","SPRR2A"
"4038","SPRR2B"
"4039","SPRR2D"
"4040","SPRR2E"
"4041","SPRR2F"
"4042","SPRR2G"
"4043","SPRR3"
"4044","SPRR4"
"4045","SPRY1"
"4046","SPRY2"
"4047","SPRY3"
"4048","SPRY4"
"4049","SPTA1"
"4050","SPTAN1"
"4051","SPTB"
"4052","SPTBN1"
"4053","SPTBN2"
"4054","SPTBN4"
"4055","SPTBN5"
"4056","SPTLC2"
"4057","SRC"
"4058","SRD5A1"
"4059","SRD5A2"
"4060","SREBF1"
"4061","SRF"
"4062","SRGAP2"
"4063","SRGAP2B"
"4064","SRGAP2C"
"4065","SRGN"
"4066","SRI"
"4067","SRP54"
"4068","SRPK2"
"4069","SRPK3"
"4070","SRPX2"
"4071","SRR"
"4072","SRRM4"
"4073","SRRT"
"4074","SRSF5"
"4075","SRY"
"4076","SS18L1"
"4077","SSC5D"
"4078","SSPOP"
"4079","SSTR1"
"4080","SSTR2"
"4081","SSTR3"
"4082","SSTR4"
"4083","SSUH2"
"4084","ST14"
"4085","ST3GAL1"
"4086","ST8SIA2"
"4087","ST8SIA4"
"4088","ST8SIA6"
"4089","STAB1"
"4090","STAB2"
"4091","STAC3"
"4092","STAR"
"4093","STARD13"
"4094","STAT1"
"4095","STAT5A"
"4096","STAT6"
"4097","STATH"
"4098","STC1"
"4099","STC2"
"4100","STIL"
"4101","STK25"
"4102","STK3"
"4103","STK36"
"4104","STK4"
"4105","STK40"
"4106","STMN1"
"4107","STMN2"
"4108","STMN3"
"4109","STMN4"
"4110","STMND1"
"4111","STOX1"
"4112","STOX2"
"4113","STPG4"
"4114","STRA6"
"4115","STRBP"
"4116","STRC"
"4117","STRN"
"4118","STX2"
"4119","STX3"
"4120","STXBP1"
"4121","SUCO"
"4122","SUDS3"
"4123","SUFU"
"4124","SULF1"
"4125","SULF2"
"4126","SULT2B1"
"4127","SUN1"
"4128","SUN2"
"4129","SUPT20H"
"4130","SUZ12"
"4131","SVEP1"
"4132","SVIL"
"4133","SWAP70"
"4134","SYBU"
"4135","SYCP2"
"4136","SYK"
"4137","SYN1"
"4138","SYNDIG1"
"4139","SYNGAP1"
"4140","SYNGR3"
"4141","SYNJ1"
"4142","SYNJ2"
"4143","SYNJ2BP"
"4144","SYNPO2L"
"4145","SYPL2"
"4146","SYT1"
"4147","SYT4"
"4148","SYVN1"
"4149","SZT2"
"4150","TAB2"
"4151","TACC1"
"4152","TACC2"
"4153","TACC3"
"4154","TAF1"
"4155","TAF4"
"4156","TAF7L"
"4157","TAF8"
"4158","TAFA1"
"4159","TAFA3"
"4160","TAFA5"
"4161","TAGLN"
"4162","TAGLN3"
"4163","TAL1"
"4164","TAL2"
"4165","TANC2"
"4166","TAOK3"
"4167","TASOR"
"4168","TAZ"
"4169","TBATA"
"4170","TBC1D23"
"4171","TBC1D24"
"4172","TBC1D32"
"4173","TBPL2"
"4174","TBR1"
"4175","TBX1"
"4176","TBX15"
"4177","TBX18"
"4178","TBX19"
"4179","TBX2"
"4180","TBX20"
"4181","TBX21"
"4182","TBX22"
"4183","TBX3"
"4184","TBX4"
"4185","TBX5"
"4186","TBX6"
"4187","TBXA2R"
"4188","TBXT"
"4189","TCAP"
"4190","TCF12"
"4191","TCF15"
"4192","TCF21"
"4193","TCF23"
"4194","TCF3"
"4195","TCF4"
"4196","TCF7"
"4197","TCF7L2"
"4198","TCFL5"
"4199","TCHH"
"4200","TCIRG1"
"4201","TCL1A"
"4202","TCOF1"
"4203","TCP11"
"4204","TCTN1"
"4205","TDG"
"4206","TDGF1"
"4207","TDGF1P3"
"4208","TDP2"
"4209","TDRD1"
"4210","TDRD12"
"4211","TDRD5"
"4212","TDRD6"
"4213","TDRD7"
"4214","TDRD9"
"4215","TDRG1"
"4216","TEAD1"
"4217","TEAD2"
"4218","TEAD3"
"4219","TEAD4"
"4220","TEK"
"4221","tenascin-w_human"
"4222","TENM1"
"4223","TENM2"
"4224","TENM3"
"4225","TENM4"
"4226","TENT2"
"4227","TENT5C"
"4228","TERF2"
"4229","TERT"
"4230","TESC"
"4231","TESMIN"
"4232","TESPA1"
"4233","TET1"
"4234","TET2"
"4235","TET3"
"4236","TEX11"
"4237","TEX19"
"4238","TF"
"4239","TFAP2A"
"4240","TFAP2B"
"4241","TFAP2C"
"4242","TFAP2D"
"4243","TFCP2L1"
"4244","TFDP2"
"4245","TFEB"
"4246","TFIP11"
"4247","TFRC"
"4248","TG"
"4249","TGFA"
"4250","TGFB1"
"4251","TGFB1I1"
"4252","TGFB2"
"4253","TGFB3"
"4254","TGFBI"
"4255","TGFBR1"
"4256","TGFBR2"
"4257","TGFBR3"
"4258","TGFBR3L"
"4259","TGIF2"
"4260","TGM1"
"4261","TGM2"
"4262","TGM3"
"4263","TGM5"
"4264","TH"
"4265","THBS1"
"4266","THBS2"
"4267","THBS3"
"4268","THBS4"
"4269","THEG"
"4270","THEMIS"
"4271","THOC2"
"4272","THOC5"
"4273","THOC6"
"4274","THPO"
"4275","THRA"
"4276","THRB"
"4277","THSD7A"
"4278","THY1"
"4279","TIAM1"
"4280","TIAM2"
"4281","TIE1"
"4282","TIFAB"
"4283","TIGAR"
"4284","TIMELESS"
"4285","TIMM8A"
"4286","TIMP1"
"4287","TIMP2"
"4288","TIMP4"
"4289","TIPARP"
"4290","TIRAP"
"4291","TJP1"
"4292","TLE1"
"4293","TLE2"
"4294","TLE3"
"4295","TLE5"
"4296","TLE6"
"4297","TLL1"
"4298","TLL2"
"4299","TLR2"
"4300","TLR3"
"4301","TLR4"
"4302","TLR9"
"4303","TLX1"
"4304","TLX2"
"4305","TLX3"
"4306","TMC1"
"4307","TMEFF1"
"4308","TMEFF2"
"4309","TMEM100"
"4310","TMEM106B"
"4311","TMEM107"
"4312","TMEM108"
"4313","TMEM119"
"4314","TMEM126A"
"4315","TMEM131L"
"4316","TMEM132E"
"4317","TMEM176A"
"4318","TMEM176B"
"4319","TMEM178A"
"4320","TMEM190"
"4321","TMEM198"
"4322","TMEM204"
"4323","TMEM223"
"4324","TMEM231"
"4325","TMEM38B"
"4326","TMEM41B"
"4327","TMEM64"
"4328","TMEM65"
"4329","TMEM79"
"4330","TMEM88"
"4331","TMEM91"
"4332","TMEM98"
"4333","TMF1"
"4334","TMIE"
"4335","TMIGD2"
"4336","TMOD1"
"4337","TMOD2"
"4338","TMOD3"
"4339","TNC"
"4340","TNF"
"4341","TNFAIP2"
"4342","TNFAIP3"
"4343","TNFRSF11A"
"4344","TNFRSF11B"
"4345","TNFRSF12A"
"4346","TNFRSF13B"
"4347","TNFRSF17"
"4348","TNFRSF18"
"4349","TNFRSF19"
"4350","TNFRSF1A"
"4351","TNFRSF1B"
"4352","TNFRSF21"
"4353","TNFSF10"
"4354","TNFSF11"
"4355","TNFSF12"
"4356","TNFSF13B"
"4357","TNFSF18"
"4358","TNFSF4"
"4359","TNFSF8"
"4360","TNFSF9"
"4361","TNIK"
"4362","TNMD"
"4363","TNN"
"4364","TNNC1"
"4365","TNNI1"
"4366","TNNI3"
"4367","TNNT2"
"4368","TNP1"
"4369","TNP2"
"4370","TNR"
"4371","TNRC6A"
"4372","TNRC6B"
"4373","TNRC6C"
"4374","TNS2"
"4375","TOP2A"
"4376","TOP2B"
"4377","TOPORS"
"4378","TOX"
"4379","TP53"
"4380","TP63"
"4381","TP73"
"4382","TPBG"
"4383","TPD52"
"4384","TPGS1"
"4385","TPM1"
"4386","TPO"
"4387","TPPP"
"4388","TPPP3"
"4389","TPRA1"
"4390","TPRN"
"4391","TRA2B"
"4392","TRADD"
"4393","TRAF3IP1"
"4394","TRAF3IP2"
"4395","TRAF4"
"4396","TRAF6"
"4397","TRAK1"
"4398","TRAPPC2"
"4399","TRAPPC4"
"4400","TRAPPC6B"
"4401","TRAPPC9"
"4402","TREH"
"4403","TREM2"
"4404","TREX1"
"4405","TRIB1"
"4406","TRIM10"
"4407","TRIM11"
"4408","TRIM15"
"4409","TRIM16"
"4410","TRIM3"
"4411","TRIM32"
"4412","TRIM45"
"4413","TRIM46"
"4414","TRIM54"
"4415","TRIM71"
"4416","TRIM72"
"4417","TRIML1"
"4418","TRIO"
"4419","TRIOBP"
"4420","TRIP11"
"4421","TRIP6"
"4422","TRNP1"
"4423","TRO"
"4424","TRPC4"
"4425","TRPC5"
"4426","TRPC6"
"4427","TRPM2"
"4428","TRPM4"
"4429","TRPS1"
"4430","TRPV2"
"4431","TRPV4"
"4432","TSC1"
"4433","TSC2"
"4434","TSG101"
"4435","TSHZ1"
"4436","TSHZ2"
"4437","TSHZ3"
"4438","TSKU"
"4439","TSNAXIP1"
"4440","TSPAN12"
"4441","TSPAN2"
"4442","TSPEAR"
"4443","TSPO"
"4444","TSPO2"
"4445","TSPY1"
"4446","TSPY10"
"4447","TSPY2"
"4448","TSPY3"
"4449","TSPY4"
"4450","TSPY8"
"4451","TSSK1B"
"4452","TSSK2"
"4453","TSSK3"
"4454","TSSK4"
"4455","TSSK6"
"4456","TTBK1"
"4457","TTBK2"
"4458","TTC21B"
"4459","TTC36"
"4460","TTC39C"
"4461","TTC7A"
"4462","TTC8"
"4463","TTLL1"
"4464","TTLL5"
"4465","TTLL7"
"4466","TTN"
"4467","TUB"
"4468","TUBB2A"
"4469","TUBB2B"
"4470","TUBB3"
"4471","TUBD1"
"4472","TUBGCP2"
"4473","TUFT1"
"4474","TULP1"
"4475","TULP3"
"4476","TWIST1"
"4477","TWIST2"
"4478","TWSG1"
"4479","TXLNG"
"4480","TXNDC2"
"4481","TXNDC8"
"4482","TXNIP"
"4483","TXNRD1"
"4484","TXNRD3"
"4485","TYMP"
"4486","TYMS"
"4487","TYR"
"4488","TYRO3"
"4489","TYROBP"
"4490","UBA5"
"4491","UBA6"
"4492","UBASH3B"
"4493","UBD"
"4494","UBE2V2"
"4495","UBE3A"
"4496","UBR3"
"4497","UBTFL1"
"4498","UCHL1"
"4499","UCHL5"
"4500","UCMA"
"4501","UCN"
"4502","UCP2"
"4503","UFD1"
"4504","UGCG"
"4505","UGDH"
"4506","UGT1A1"
"4507","UGT8"
"4508","UHMK1"
"4509","ULK2"
"4510","UMODL1"
"4511","UMPS"
"4512","UNC119"
"4513","UNC119B"
"4514","UNC45A"
"4515","UNC45B"
"4516","UNC5A"
"4517","UNC5B"
"4518","UNC5C"
"4519","UNC5D"
"4520","UNCX"
"4521","UNG"
"4522","UNK"
"4523","UPF2"
"4524","UPK2"
"4525","UPK3A"
"4526","UPRT"
"4527","URS000000A4B3_9606"
"4528","URS000000D95D_9606"
"4529","URS0000010932_9606"
"4530","URS000001417E_9606"
"4531","URS0000019F58_9606"
"4532","URS0000029EBD_9606"
"4533","URS000005A8ED_9606"
"4534","URS0000065D58_9606"
"4535","URS000006FDD4_9606"
"4536","URS000007F792_9606"
"4537","URS00000A64C0_9606"
"4538","URS00000B7E30_9606"
"4539","URS00000CF1D2_9606"
"4540","URS00000E5433_9606"
"4541","URS00000ED600_9606"
"4542","URS00000F0F49_9606"
"4543","URS00000F11D1_9606"
"4544","URS00000F6E49_9606"
"4545","URS0000124030_9606"
"4546","URS000013D17D_9606"
"4547","URS0000143DFF_9606"
"4548","URS000014D9C1_9606"
"4549","URS000015B295_9606"
"4550","URS000016FD1A_9606"
"4551","URS0000170CF4_9606"
"4552","URS000018318E_9606"
"4553","URS0000183BED_9606"
"4554","URS000018C928_9606"
"4555","URS0000191DCA_9606"
"4556","URS0000192F9C_9606"
"4557","URS000019907A_9606"
"4558","URS000019B0F7_9606"
"4559","URS00001C2F97_9606"
"4560","URS00001C308D_9606"
"4561","URS00001D19CF_9606"
"4562","URS00001D6BAE_9606"
"4563","URS00001DC04F_9606"
"4564","URS00001DE669_9606"
"4565","URS00001E3523_9606"
"4566","URS00001F1DA8_9606"
"4567","URS00002075FA_9606"
"4568","URS0000209905_9606"
"4569","URS0000229622_9606"
"4570","URS00002373FD_9606"
"4571","URS00002375E2_9606"
"4572","URS0000241987_9606"
"4573","URS000024463E_9606"
"4574","URS000024C3E0_9606"
"4575","URS00002524E1_9606"
"4576","URS00002620A7_9606"
"4577","URS00002698A7_9606"
"4578","URS0000272039_9606"
"4579","URS0000275AC6_9606"
"4580","URS000029D9F1_9606"
"4581","URS00002AE282_9606"
"4582","URS00002B3783_9606"
"4583","URS00002C10B3_9606"
"4584","URS00002C11C3_9606"
"4585","URS00002C6949_9606"
"4586","URS00002C7B2B_9606"
"4587","URS00002D937C_9606"
"4588","URS00002E177F_9606"
"4589","URS00002E857A_9606"
"4590","URS00002F4762_9606"
"4591","URS00002F4D78_9606"
"4592","URS0000302F30_9606"
"4593","URS000030BD69_9606"
"4594","URS0000315338_9606"
"4595","URS0000324096_9606"
"4596","URS000032599B_9606"
"4597","URS0000338542_9606"
"4598","URS000033EC5C_9606"
"4599","URS0000355F46_9606"
"4600","URS000035CC3E_9606"
"4601","URS00003676C9_9606"
"4602","URS0000367985_9606"
"4603","URS00003768C5_9606"
"4604","URS0000379F51_9606"
"4605","URS0000394DCB_9606"
"4606","URS000039ED8D_9606"
"4607","URS00003D1AE3_9606"
"4608","URS00003DA300_9606"
"4609","URS00003DF3AE_9606"
"4610","URS00003E57CF_9606"
"4611","URS00003F2D94_9606"
"4612","URS000040780F_9606"
"4613","URS00004176D4_9606"
"4614","URS0000418A1F_9606"
"4615","URS000041E210_9606"
"4616","URS0000424278_9606"
"4617","URS0000432971_9606"
"4618","URS0000435A77_9606"
"4619","URS00004449AE_9606"
"4620","URS000045225D_9606"
"4621","URS00004565E5_9606"
"4622","URS000046832C_9606"
"4623","URS0000497496_9606"
"4624","URS00004996E9_9606"
"4625","URS000049B122_9606"
"4626","URS00004A5A07_9606"
"4627","URS00004A6921_9606"
"4628","URS00004AD914_9606"
"4629","URS00004AFF8D_9606"
"4630","URS00004B0B8F_9606"
"4631","URS00004BAA8A_9606"
"4632","URS00004BCD9C_9606"
"4633","URS00004C46CF_9606"
"4634","URS00004E70B8_9606"
"4635","URS00004F9744_9606"
"4636","URS000050B527_9606"
"4637","URS00005165DA_9606"
"4638","URS0000527F89_9606"
"4639","URS000052F380_9606"
"4640","URS0000535FDD_9606"
"4641","URS00005416E3_9606"
"4642","URS000055128B_9606"
"4643","URS00005540D2_9606"
"4644","URS0000554A4F_9606"
"4645","URS000056F1DC_9606"
"4646","URS0000574A2C_9606"
"4647","URS0000591950_9606"
"4648","URS000059273E_9606"
"4649","URS000059311D_9606"
"4650","URS00005A31EB_9606"
"4651","URS00005A4DCF_9606"
"4652","URS00005AB620_9606"
"4653","URS00005B3525_9606"
"4654","URS00005C2A6D_9606"
"4655","URS00005D76C4_9606"
"4656","URS00005F22B7_9606"
"4657","URS000060412C_9606"
"4658","URS00006054DA_9606"
"4659","URS0000605E00_9606"
"4660","URS00006100A0_9606"
"4661","URS0000614A9B_9606"
"4662","URS000061A5E3_9606"
"4663","URS000067BD77_9606"
"4664","URS00006B8421_9606"
"4665","URS00006DA613_9606"
"4666","URS00006DDD67_9606"
"4667","URS0000713F26_9606"
"4668","URS000071571F_9606"
"4669","URS0000724412_9606"
"4670","URS0000759D4C_9606"
"4671","URS000075AC6B_9606"
"4672","URS000075B449_9606"
"4673","URS000075BC5F_9606"
"4674","URS000075C707_9606"
"4675","URS000075CE43_9606"
"4676","URS000075D1E0_9606"
"4677","URS000075D6CA_9606"
"4678","URS000075DE64_9606"
"4679","URS000075E3E6_9606"
"4680","URS000076257C_9606"
"4681","URS0000763845_9606"
"4682","URS0000773941_9606"
"4683","URS000077C61E_9606"
"4684","URS00007E5B05_9606"
"4685","URS00007EC707_9606"
"4686","URS0000811730_9606"
"4687","URS0000811737_9606"
"4688","URS0000811829_9606"
"4689","URS0000811855_9606"
"4690","URS00008118A5_9606"
"4691","URS0000811945_9606"
"4692","URS000081194D_9606"
"4693","URS000081194E_9606"
"4694","URS0000811A37_9606"
"4695","URS0000811B1F_9606"
"4696","URS0000811BAB_9606"
"4697","URS0000811BE8_9606"
"4698","URS0000811C12_9606"
"4699","URS0000811CE1_9606"
"4700","URS0000811CFC_9606"
"4701","URS0000811D30_9606"
"4702","URS0000811DAF_9606"
"4703","URS0000811E56_9606"
"4704","URS0000811EA7_9606"
"4705","URS0000811EEC_9606"
"4706","URS0000811F37_9606"
"4707","URS0000811F78_9606"
"4708","URS000081207D_9606"
"4709","URS00008B3898_9606"
"4710","URS00008B3EB1_9606"
"4711","URS00008B4838_9606"
"4712","URS00008B603E_9606"
"4713","URS00008B6AFC_9606"
"4714","URS00008B7C3E_9606"
"4715","URS00008B7F78_9606"
"4716","URS00008BC2DE_9606"
"4717","URS00008BEFAC_9606"
"4718","URS00008BFB9E_9606"
"4719","URS0000AA7321_9606"
"4720","URS0000D56D71_9606"
"4721","URS0000D575AD_9606"
"4722","URS0000D58269_9606"
"4723","URS0000D582D6_9606"
"4724","URS0000D58DAC_9606"
"4725","URS0000D59DE9_9606"
"4726","URS0000D5A61D_9606"
"4727","URS0000D5AA0A_9606"
"4728","URS0000D5B4C3_9606"
"4729","URS0000D5C51F_9606"
"4730","URS0000D5D1DF_9606"
"4731","URS0000D5E0FA_9606"
"4732","URS0000D5E353_9606"
"4733","URS0000D5EA37_9606"
"4734","URS0000D5ED5A_9606"
"4735","URS0000D5EE27_9606"
"4736","URS0000D5EFFD_9606"
"4737","URS0000D5F26F_9606"
"4738","URS0000D5F2AF_9606"
"4739","URS0000D5F3E5_9606"
"4740","URS0000D5F3E7_9606"
"4741","URS0000D5F402_9606"
"4742","URS0000D5FA85_9606"
"4743","URS0000D5FDF0_9606"
"4744","URS0000D606D6_9606"
"4745","URS0000D608DD_9606"
"4746","URS0000D60CA0_9606"
"4747","URS0000D6102F_9606"
"4748","URS0000D6146F_9606"
"4749","URS0000D6150D_9606"
"4750","URS0000D6155E_9606"
"4751","URS0000D617CF_9606"
"4752","URS0000D61989_9606"
"4753","URS0000D61AE2_9606"
"4754","URS0000D61B06_9606"
"4755","URS0000D62223_9606"
"4756","URS0000D62475_9606"
"4757","URS0000D62870_9606"
"4758","URS0000D62B09_9606"
"4759","URS0000D62C38_9606"
"4760","URS0000D63A99_9606"
"4761","URS0000D6439D_9606"
"4762","URS0000D64508_9606"
"4763","URS0000D64573_9606"
"4764","URS0000D64C5D_9606"
"4765","URS0000D64CE4_9606"
"4766","URS0000D64DD5_9606"
"4767","URS0000D64EA3_9606"
"4768","URS0000D64F58_9606"
"4769","URS0000E9D3A3_9606"
"4770","URS0000EEAFFE_9606"
"4771","URS0000EEB124_9606"
"4772","URS0000EEB259_9606"
"4773","URS0000EEC312_9606"
"4774","URS0000EECFCA_9606"
"4775","URS0000EED108_9606"
"4776","URS0000EED33C_9606"
"4777","URS0000EEF1E2_9606"
"4778","URS0000EEF834_9606"
"4779","URS0000EEFB47_9606"
"4780","URS0000EF11F5_9606"
"4781","URS0000EF1774_9606"
"4782","URS0000EF17FD_9606"
"4783","URS0000EF1DD0_9606"
"4784","URS0000EF2500_9606"
"4785","URS0000EF269C_9606"
"4786","URS0000EF2F41_9606"
"4787","URS0000EF3087_9606"
"4788","URS0000EF340B_9606"
"4789","URS0000EF3DD5_9606"
"4790","URS0000EF4163_9606"
"4791","URS0000EF4300_9606"
"4792","URS0000EF4CD7_9606"
"4793","URS0000EF4FCB_9606"
"4794","URS0000EF622A_9606"
"4795","URS0000EF633D_9606"
"4796","URS0000EF6A9C_9606"
"4797","URS0000EF6AB2_9606"
"4798","URS0000EF6CE6_9606"
"4799","URS0000EF703C_9606"
"4800","URS0000EFBE97_9606"
"4801","URS0000EFE138_9606"
"4802","URS000197C5AD_9606"
"4803","USH1C"
"4804","USH1G"
"4805","USH2A"
"4806","USP1"
"4807","USP2"
"4808","USP21"
"4809","USP33"
"4810","USP45"
"4811","UTF1"
"4812","UTP11"
"4813","UTP14C"
"4814","UTRN"
"4815","UTY"
"4816","V9GYH0"
"4817","VANGL1"
"4818","VANGL2"
"4819","VASH1"
"4820","VASH2"
"4821","VASP"
"4822","VAV1"
"4823","VAV2"
"4824","VAV3"
"4825","VAX1"
"4826","VAX2"
"4827","VCAM1"
"4828","VCAN"
"4829","VCL"
"4830","VCX"
"4831","VCX2"
"4832","VCX3A"
"4833","VCX3B"
"4834","VCY"
"4835","VDR"
"4836","VEGFA"
"4837","VEGFC"
"4838","VEGFD"
"4839","VENTX"
"4840","VGF"
"4841","VGLL2"
"4842","VGLL4"
"4843","VIM"
"4844","VIRMA"
"4845","VIT"
"4846","VLDLR"
"4847","VMP1"
"4848","VNN1"
"4849","VPS13A"
"4850","VPS33A"
"4851","VPS4A"
"4852","VSIR"
"4853","VSTM2L"
"4854","VSTM5"
"4855","VSX1"
"4856","VSX2"
"4857","VTN"
"4858","VWC2L"
"4859","VXN"
"4860","WARS1"
"4861","WARS2"
"4862","WASF1"
"4863","WASF2"
"4864","WASF3"
"4865","WDFY3"
"4866","WDPCP"
"4867","WDR1"
"4868","WDR11"
"4869","WDR18"
"4870","WDR19"
"4871","WDR35"
"4872","WDR38"
"4873","WDR47"
"4874","WDR48"
"4875","WDR5"
"4876","WDR61"
"4877","WDR62"
"4878","WDR72"
"4879","WDR74"
"4880","WDR77"
"4881","WDTC1"
"4882","WEE1"
"4883","WFIKKN1"
"4884","WFIKKN2"
"4885","WFS1"
"4886","WHRN"
"4887","WIF1"
"4888","WIPF3"
"4889","WLS"
"4890","WNK4"
"4891","WNT1"
"4892","WNT10A"
"4893","WNT10B"
"4894","WNT11"
"4895","WNT16"
"4896","WNT2"
"4897","WNT2B"
"4898","WNT3"
"4899","WNT3A"
"4900","WNT4"
"4901","WNT5A"
"4902","WNT5B"
"4903","WNT6"
"4904","WNT7A"
"4905","WNT7B"
"4906","WNT8A"
"4907","WNT8B"
"4908","WNT9A"
"4909","WNT9B"
"4910","WRN"
"4911","WT1"
"4912","WWOX"
"4913","WWP1"
"4914","WWTR1"
"4915","XAB2"
"4916","XBP1"
"4917","XDH"
"4918","XIRP2"
"4919","XKR8"
"4920","XRCC1"
"4921","XRCC2"
"4922","XRCC4"
"4923","XRCC6"
"4924","XRN2"
"4925","XYLT1"
"4926","YAP1"
"4927","YBX3"
"4928","YJEFN3"
"4929","YTHDF2"
"4930","YWHAH"
"4931","ZAP70"
"4932","ZAR1"
"4933","ZBED2"
"4934","ZBED3"
"4935","ZBED6"
"4936","ZBTB1"
"4937","ZBTB14"
"4938","ZBTB16"
"4939","ZBTB24"
"4940","ZBTB40"
"4941","ZBTB42"
"4942","ZBTB45"
"4943","ZBTB46"
"4944","ZBTB7B"
"4945","ZC3H12A"
"4946","ZC3H13"
"4947","ZC3H8"
"4948","ZC4H2"
"4949","ZDHHC12"
"4950","ZDHHC16"
"4951","ZDHHC17"
"4952","ZDHHC21"
"4953","ZEB1"
"4954","ZEB2"
"4955","ZFAND5"
"4956","ZFAT"
"4957","ZFHX2"
"4958","ZFHX3"
"4959","ZFP36"
"4960","ZFP36L2"
"4961","ZFP41"
"4962","ZFP42"
"4963","ZFP57"
"4964","ZFPM1"
"4965","ZFPM2"
"4966","ZFR"
"4967","ZFX"
"4968","ZFYVE19"
"4969","ZFYVE27"
"4970","ZGLP1"
"4971","ZHX2"
"4972","ZIC1"
"4973","ZIC2"
"4974","ZIC3"
"4975","ZIC4"
"4976","ZIC5"
"4977","ZMYM3"
"4978","ZMYM4"
"4979","ZMYM6"
"4980","ZNF141"
"4981","ZNF148"
"4982","ZNF16"
"4983","ZNF160"
"4984","ZNF219"
"4985","ZNF24"
"4986","ZNF260"
"4987","ZNF267"
"4988","ZNF281"
"4989","ZNF3"
"4990","ZNF304"
"4991","ZNF335"
"4992","ZNF358"
"4993","ZNF365"
"4994","ZNF385A"
"4995","ZNF423"
"4996","ZNF430"
"4997","ZNF45"
"4998","ZNF488"
"4999","ZNF513"
"5000","ZNF516"
"5001","ZNF521"
"5002","ZNF541"
"5003","ZNF568"
"5004","ZNF609"
"5005","ZNF675"
"5006","ZNF683"
"5007","ZNF689"
"5008","ZNF7"
"5009","ZNF703"
"5010","ZNF74"
"5011","ZNF784"
"5012","ZNF830"
"5013","ZNF875"
"5014","ZNRF3"
"5015","ZP3"
"5016","ZPR1"
"5017","ZSCAN2"
"5018","ZSWIM6"
