"","x"
"2689","STOX2"
"2690","STRA6"
"2691","STRC"
"2692","STX2"
"2693","SUDS3"
"2694","SUFU"
"2695","SULF1"
"2696","SULF2"
"2697","SUN1"
"2698","SUN2"
"2699","SUZ12"
"2700","SVIL"
"2701","SYCP2"
"2702","SYK"
"2703","SYNGR3"
"2704","SYNJ1"
"2705","SYNJ2"
"2706","SYNPO2L"
"2707","SYPL2"
"2708","SYT1"
"2709","SYT4"
"2710","SYVN1"
"2711","SZT2"
"2712","TAB2"
"2713","TACC1"
"2714","TACC2"
"2715","TACC3"
"2716","TACSTD2"
"2717","TAF1"
"2718","TAF4"
"2719","TAGLN"
"2720","TAL1"
"2721","TAL2"
"2722","TASOR"
"2723","TAZ"
"2724","TBC1D23"
"2725","TBC1D32"
"2726","TBR1"
"2727","TBX1"
"2728","TBX15"
"2729","TBX18"
"2730","TBX19"
"2731","TBX2"
"2732","TBX20"
"2733","TBX21"
"2734","TBX22"
"2735","TBX3"
"2736","TBX4"
"2737","TBX5"
"2738","TBX6"
"2739","TBXT"
"2740","TCAP"
"2741","TCF12"
"2742","TCF15"
"2743","TCF21"
"2744","TCF23"
"2745","TCF3"
"2746","TCF7"
"2747","TCF7L2"
"2748","TCHH"
"2749","TCIRG1"
"2750","TCOF1"
"2751","TCTN1"
"2752","TDGF1"
"2753","TDGF1P3"
"2754","TDRD7"
"2755","TEAD1"
"2756","TEAD2"
"2757","TEAD3"
"2758","TEAD4"
"2759","TEK"
"2760","TENM3"
"2761","TENM4"
"2762","TENT2"
"2763","TESC"
"2764","TESPA1"
"2765","TET2"
"2766","TEX11"
"2767","TEX19"
"2768","TF"
"2769","TFAP2A"
"2770","TFAP2B"
"2771","TFAP2C"
"2772","TFAP2D"
"2773","TFCP2L1"
"2774","TFDP2"
"2775","TFEB"
"2776","TFIP11"
"2777","TFRC"
"2778","TG"
"2779","TGFA"
"2780","TGFB1"
"2781","TGFB2"
"2782","TGFB3"
"2783","TGFBI"
"2784","TGFBR1"
"2785","TGFBR2"
"2786","TGFBR3"
"2787","TGFBR3L"
"2788","TGIF2"
"2789","TGM1"
"2790","TGM2"
"2791","TGM3"
"2792","TGM5"
"2793","TH"
"2794","THBS1"
"2795","THBS3"
"2796","THEMIS"
"2797","THOC5"
"2798","THPO"
"2799","THRA"
"2800","THRB"
"2801","THY1"
"2802","TIE1"
"2803","TIFAB"
"2804","TIMP1"
"2805","TIPARP"
"2806","TIRAP"
"2807","TLE1"
"2808","TLE2"
"2809","TLE3"
"2810","TLE5"
"2811","TLR2"
"2812","TLR3"
"2813","TLR4"
"2814","TLR9"
"2815","TLX1"
"2816","TLX2"
"2817","TLX3"
"2818","TMC1"
"2819","TMEFF1"
"2820","TMEFF2"
"2821","TMEM100"
"2822","TMEM107"
"2823","TMEM108"
"2824","TMEM119"
"2825","TMEM131L"
"2826","TMEM132E"
"2827","TMEM176A"
"2828","TMEM176B"
"2829","TMEM178A"
"2830","TMEM190"
"2831","TMEM231"
"2832","TMEM38B"
"2833","TMEM64"
"2834","TMEM65"
"2835","TMEM79"
"2836","TMEM91"
"2837","TMEM98"
"2838","TMF1"
"2839","TMIE"
"2840","TMOD1"
"2841","TMOD3"
"2842","TNC"
"2843","TNF"
"2844","TNFRSF11A"
"2845","TNFRSF13B"
"2846","TNFRSF18"
"2847","TNFRSF19"
"2848","TNFRSF1A"
"2849","TNFRSF1B"
"2850","TNFSF10"
"2851","TNFSF11"
"2852","TNFSF13B"
"2853","TNFSF18"
"2854","TNFSF4"
"2855","TNFSF8"
"2856","TNFSF9"
"2857","TNNC1"
"2858","TNNI1"
"2859","TNNI3"
"2860","TNNT2"
"2861","TNR"
"2862","TNRC6A"
"2863","TNRC6B"
"2864","TNRC6C"
"2865","TNS2"
"2866","TOP2A"
"2867","TOP2B"
"2868","TOPORS"
"2869","TOX"
"2870","TP53"
"2871","TP63"
"2872","TP73"
"2873","TPD52"
"2874","TPM1"
"2875","TPO"
"2876","TPPP3"
"2877","TPRN"
"2878","TRA2B"
"2879","TRAF3IP1"
"2880","TRAF3IP2"
"2881","TRAF4"
"2882","TRAF6"
"2883","TRAPPC9"
"2884","TREH"
"2885","TREM2"
"2886","TREX1"
"2887","TRIB1"
"2888","TRIM10"
"2889","TRIM45"
"2890","TRIM72"
"2891","TRIOBP"
"2892","TRIP11"
"2893","TRNP1"
"2894","TRPM2"
"2895","TRPS1"
"2896","TRPV4"
"2897","TSC1"
"2898","TSC2"
"2899","TSG101"
"2900","TSHZ1"
"2901","TSKU"
"2902","TSPAN12"
"2903","TSPAN2"
"2904","TSPEAR"
"2905","TSPO"
"2906","TSPO2"
"2907","TSPY1"
"2908","TSPY10"
"2909","TSPY2"
"2910","TSPY3"
"2911","TSPY4"
"2912","TSPY8"
"2913","TTBK1"
"2914","TTBK2"
"2915","TTC21B"
"2916","TTC39C"
"2917","TTC7A"
"2918","TTC8"
"2919","TTLL1"
"2920","TTLL5"
"2921","TTN"
"2922","TUB"
"2923","TUBB2B"
"2924","TUBB3"
"2925","TUBGCP2"
"2926","TUFT1"
"2927","TULP1"
"2928","TULP3"
"2929","TWIST1"
"2930","TWSG1"
"2931","TXNIP"
"2932","TYMS"
"2933","TYR"
"2934","TYRO3"
"2935","TYROBP"
"2936","UBA5"
"2937","UBA6"
"2938","UBASH3B"
"2939","UBD"
"2940","UBE3A"
"2941","UCHL5"
"2942","UCP2"
"2943","UGCG"
"2944","UGT1A1"
"2945","UMODL1"
"2946","UMPS"
"2947","UNC45A"
"2948","UNC45B"
"2949","UNC5C"
"2950","UNCX"
"2951","UPF2"
"2952","UPK3A"
"2953","UPRT"
"2954","URS00000B7E30_9606"
"2955","URS0000170CF4_9606"
"2956","URS0000183BED_9606"
"2957","URS00001DC04F_9606"
"2958","URS00002075FA_9606"
"2959","URS0000209905_9606"
"2960","URS00002375E2_9606"
"2961","URS00002524E1_9606"
"2962","URS00002AE282_9606"
"2963","URS00002C6949_9606"
"2964","URS0000338542_9606"
"2965","URS0000379F51_9606"
"2966","URS000039ED8D_9606"
"2967","URS00004B0B8F_9606"
"2968","URS00005165DA_9606"
"2969","URS0000527F89_9606"
"2970","URS000052F380_9606"
"2971","URS00005540D2_9606"
"2972","URS0000554A4F_9606"
"2973","URS0000574A2C_9606"
"2974","URS000059273E_9606"
"2975","URS00005B3525_9606"
"2976","URS00005C2A6D_9606"
"2977","URS000060412C_9606"
"2978","URS00006B8421_9606"
"2979","URS000071571F_9606"
"2980","URS000075BC5F_9606"
"2981","URS000075DE64_9606"
"2982","URS000076257C_9606"
"2983","URS0000763845_9606"
"2984","URS0000773941_9606"
"2985","URS000077C61E_9606"
"2986","URS00008B3898_9606"
"2987","URS00008B4838_9606"
"2988","URS00008B7C3E_9606"
"2989","URS0000AA7321_9606"
"2990","URS0000D56D71_9606"
"2991","URS0000D575AD_9606"
"2992","URS0000D58269_9606"
"2993","URS0000D582D6_9606"
"2994","URS0000D58DAC_9606"
"2995","URS0000D59DE9_9606"
"2996","URS0000D5A61D_9606"
"2997","URS0000D5AA0A_9606"
"2998","URS0000D5B4C3_9606"
"2999","URS0000D5C51F_9606"
"3000","URS0000D5D1DF_9606"
"3001","URS0000D5E0FA_9606"
"3002","URS0000D5E353_9606"
"3003","URS0000EF6AB2_9606"
"3004","URS0000EFBE97_9606"
"3005","URS000197C5AD_9606"
"3006","USH1C"
"3007","USH1G"
"3008","USH2A"
"3009","USP19"
"3010","USP2"
"3011","USP45"
"3012","UTF1"
"3013","UTRN"
"3014","UTY"
"3015","V9GYH0"
"3016","VANGL2"
"3017","VASH1"
"3018","VASH2"
"3019","VAV1"
"3020","VAX1"
"3021","VAX2"
"3022","VCAM1"
"3023","VCX"
"3024","VCX2"
"3025","VCX3A"
"3026","VCX3B"
"3027","VCY"
"3028","VDR"
"3029","VEGFA"
"3030","VEGFC"
"3031","VGF"
"3032","VGLL2"
"3033","VIM"
"3034","VIT"
"3035","VLDLR"
"3036","VNN1"
"3037","VPS33A"
"3038","VSIR"
"3039","VSTM5"
"3040","VSX1"
"3041","WASF2"
"3042","WDPCP"
"3043","WDR1"
"3044","WDR11"
"3045","WDR19"
"3046","WDR35"
"3047","WDR38"
"3048","WDR48"
"3049","WDR5"
"3050","WDR61"
"3051","WDR62"
"3052","WDR72"
"3053","WDR77"
"3054","WFS1"
"3055","WHRN"
"3056","WLS"
"3057","WNK4"
"3058","WNT1"
"3059","WNT10A"
"3060","WNT10B"
"3061","WNT11"
"3062","WNT16"
"3063","WNT2"
"3064","WNT2B"
"3065","WNT3"
"3066","WNT3A"
"3067","WNT4"
"3068","WNT5A"
"3069","WNT5B"
"3070","WNT6"
"3071","WNT7A"
"3072","WNT7B"
"3073","WNT8A"
"3074","WNT9A"
"3075","WNT9B"
"3076","WRN"
"3077","WT1"
"3078","WWOX"
"3079","WWTR1"
"3080","XAB2"
"3081","XBP1"
"3082","XDH"
"3083","XIRP2"
"3084","XRCC1"
"3085","XRCC6"
"3086","XRN2"
"3087","XYLT1"
"3088","YAP1"
"3089","YBX3"
"3090","YJEFN3"
"3091","YTHDF2"
"3092","YWHAH"
"3093","ZAP70"
"3094","ZBED6"
"3095","ZBTB1"
"3096","ZBTB14"
"3097","ZBTB16"
"3098","ZBTB24"
"3099","ZBTB40"
"3100","ZBTB42"
"3101","ZBTB46"
"3102","ZBTB7B"
"3103","ZC3H12A"
"3104","ZC3H8"
"3105","ZC4H2"
"3106","ZDHHC16"
"3107","ZDHHC21"
"3108","ZFAND5"
"3109","ZFAT"
"3110","ZFHX2"
"3111","ZFHX3"
"3112","ZFP36"
"3113","ZFP36L2"
"3114","ZFP42"
"3115","ZFPM1"
"3116","ZFPM2"
"3117","ZFX"
"3118","ZHX2"
"3119","ZIC1"
"3120","ZIC2"
"3121","ZIC3"
"3122","ZNF148"
"3123","ZNF16"
"3124","ZNF160"
"3125","ZNF219"
"3126","ZNF335"
"3127","ZNF365"
"3128","ZNF385A"
"3129","ZNF423"
"3130","ZNF430"
"3131","ZNF513"
"3132","ZNF516"
"3133","ZNF568"
"3134","ZNF609"
"3135","ZNF675"
"3136","ZNF683"
"3137","ZNF689"
"3138","ZNF703"
"3139","ZNF784"
"3140","ZNF830"
"3141","ZPR1"
"3142","ZSWIM6"
